code,name_en,group,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
16-418,"Salmon, red, canned in brine, drained",JC,160.0,23.5,0.0,7.3,0.0,0.0,430.0
16-419,"Salmon, red, canned in brine, skinless and boneless, drained",JC,153.0,23.2,0.0,6.7,0.0,0.0,379.0
16-412,"Salmon, smoked (cold-smoked)",JC,184.0,22.8,0.5,10.1,0.0,0.5,1184.0
16-413,"Salmon, smoked (hot-smoked)",JC,186.0,25.4,1.3,8.8,0.0,1.3,848.0
16-485,"Salmon, wild, baked",JC,215.0,26.5,0.0,12.1,0.0,0.0,58.0
16-360,"Salmon, wild, flesh only, raw",J,179.0,22.1,0.0,10.1,0.0,0.0,48.0
16-486,"Salmon, wild, grilled",JC,210.0,25.9,0.0,11.8,0.0,0.0,56.0
16-487,"Salmon, wild, steamed",JC,206.0,25.3,0.0,11.6,0.0,0.0,55.0
13-601,"Salsify, flesh only, boiled in unsalted water",DG,23.0,1.1,8.6,0.4,,1.4,5.0
13-334,"Salsify, flesh only, raw",DG,27.0,1.3,10.2,0.3,,1.5,5.0
17-367,Salt,WY,0.0,0.0,0.0,0.0,0.0,0.0,39300.0
16-010,"Salted fish, Chinese, bones removed, steamed",JA,155.0,33.9,0.0,2.2,,0.0,5560.0
12-467,"Sambar, homemade",DR,49.0,3.1,7.7,0.9,2.4,1.9,444.0
19-596,"Samosas, lamb, baked, homemade",MR,288.0,11.1,23.1,17.5,2.3,1.6,40.0
19-597,"Samosas, lamb, deep fried in rapeseed oil, homemade",MI,379.0,8.1,16.9,31.5,1.7,1.2,29.0
15-305,"Samosas, vegetable, retail",DR,217.0,5.1,30.0,9.3,3.5,2.7,390.0
11-955,"Sandwich, white bread, bacon, lettuce and tomato",AB,230.0,8.2,24.1,11.9,1.5,2.4,477.0
11-963,"Sandwich, white bread, cheddar cheese and pickle",AB,282.0,12.0,27.7,14.4,1.5,4.6,591.0
11-964,"Sandwich, white bread, chicken salad",AB,172.0,10.7,22.5,4.9,1.4,2.1,235.0
11-966,"Sandwich, white bread, egg mayonnaise",AB,243.0,8.8,28.5,11.2,1.5,2.2,323.0
11-965,"Sandwich, white bread, ham salad",AB,163.0,8.2,25.0,4.1,1.6,2.5,405.0
11-967,"Sandwich, white bread, tuna mayonnaise",AB,237.0,12.5,25.3,10.2,1.4,2.1,350.0
14-256,"Sapodilla, flesh only",FA,69.0,0.6,15.5,0.9,,14.7,7.0
16-424,"Sardines, canned in brine, drained",JC,170.0,22.1,0.0,9.1,0.0,0.0,368.0
16-440,"Sardines, canned in olive oil, drained",JC,220.0,23.3,0.0,14.1,0.0,0.0,400.0
16-439,"Sardines, canned in sunflower oil, drained",JC,220.0,23.3,0.0,14.1,0.0,0.0,400.0
16-422,"Sardines, canned in tomato sauce, whole contents",JC,175.0,18.5,0.9,10.8,0,0.9,315.0
16-438,"Sardines, flesh only, grilled",JC,172.0,25.4,0.0,7.8,0.0,0.0,174.0
16-488,"Sardines, flesh only, grilled, weighed with skin and bones",JC,108.0,16.0,0.0,4.9,0.0,0.0,110.0
16-401,"Sardines, flesh only, raw",JC,134.0,19.8,0.0,6.1,0.0,0.0,136.0
12-593,"Sauce, cheese, packet mix, dry",BV,486.0,19.3,40.9,28.4,1.7,5.6,2700.0
17-628,"Sauce, Chinese cook in, sweet & sour",WC,94.0,0.5,22.1,1.0,0.8,19.4,250.0
17-629,"Sauce, Chinese stir fry",WC,92.0,1.4,19.9,1.3,0.9,16.7,570.0
15-879,"Sauce, curry, onion, with butter, homemade",DR,252.0,1.2,6.6,24.7,1.6,4.4,228.0
15-880,"Sauce, curry, onion, with vegetable oil, homemade",DR,298.0,1.0,6.5,30.0,1.6,4.2,11.0
15-751,"Sauce, curry, sweet, UK type, homemade",DR,92.0,1.1,9.8,5.7,,5.7,12.0
15-881,"Sauce, curry, tomato and onion, homemade",DR,201.0,1.7,6.1,19.2,2.0,4.6,29.0
17-329,"Sauce, dry, casserole mix",WC,330.0,9.7,68.2,3.9,,12.2,5400.0
17-330,"Sauce, dry, casserole mix, made up",WC,35.0,1.1,7.3,0.4,,1.2,590.0
19-577,"Sauce, duck a l'orange",MR,66.0,0.5,7.1,3.7,,1.8,399.0
17-626,"Sauce, Indian cook in, korma/tikka masala",WC,133.0,1.7,10.9,9.5,2.5,7.4,270.0
17-625,"Sauce, pasta, carbonara type",WC,151.0,4.9,3.8,13.0,1.3,0.8,340.0
17-624,"Sauce, pasta, four cheese",WC,129.0,5.1,5.8,9.7,1.3,1.9,325.0
17-618,"Sauce, pasta, tomato based, for bolognese",WC,44.0,1.5,6.9,1.3,2.0,6.1,290.0
17-619,"Sauce, pasta, tomato based, napoletana",WC,65.0,1.5,6.5,3.8,2.3,6.3,290.0
17-620,"Sauce, pasta, tomato based, reduced fat",WC,33.0,1.4,6.7,0.3,2.0,5.6,230.0
17-621,"Sauce, pasta, tomato based, with added vegetables",WC,46.0,1.4,5.7,2.1,2.4,5.1,230.0
17-827,"Sauce, pasta, white, with ham and mushrooms, homemade",WC,129.0,7.3,1.0,10.6,0.4,1.0,198.0
17-336,"Sauce, sweet and sour, take-away",WCN,157.0,0.2,32.8,3.4,,27.5,150.0
15-882,"Sauce, tomato and mushroom, homemade",DR,46.0,1.4,6.0,2.0,1.5,4.7,6.0
17-834,"Sauce, tomato based, homemade",WC,70.0,1.5,6.5,4.5,1.3,5.1,8.0
17-630,"Sauce, traditional cook in, tomato based",WC,43.0,0.9,8.1,1.0,1.5,4.9,300.0
17-631,"Sauce, traditional cook in, white sauce based",WC,105.0,1.6,5.7,8.6,2.3,2.8,370.0
17-627,"Sauces, Indian cook in, other",WC,67.0,1.4,8.7,3.2,2.5,6.1,300.0
13-336,Sauerkraut,DR,9.0,1.1,1.1,0.0,,1.1,590.0
19-468,"Sausage roll, flaky pastry, ready-to-eat, retail",MI,352.0,8.4,27.0,24.1,3.4,1.3,577.0
19-643,"Sausage rolls, short pastry, homemade",MI,395.0,9.9,25.6,28.8,3.3,2.1,376.0
19-653,"Sausages, beef, fried in vegetable oil",MI,267.0,17.6,10.7,17.4,1.6,2.6,490.0
19-489,"Sausages, beef, grilled",MI,265.0,17.2,11.0,17.2,1.6,2.4,500.0
19-656,"Sausages, beef, raw",MI,258.0,12.7,8.4,19.5,1.5,2.6,380.0
19-512,"Sausages, pork, chilled, fried in vegetable oil",MI,308.0,13.9,9.9,23.9,2.1,1.6,640.0
19-509,"Sausages, pork, chilled, grilled",MI,294.0,14.5,9.8,22.1,2.3,1.5,640.0
19-654,"Sausages, pork, frozen, fried in vegetable oil",MI,316.0,13.8,10.0,24.8,2.1,0.5,640.0
19-655,"Sausages, pork, frozen, grilled",MI,289.0,14.8,10.5,21.2,2.3,0.5,640.0
19-510,"Sausages, pork, raw",MI,309.0,11.9,9.6,25.0,2.8,2.8,470.0
19-662,"Sausages, pork, reduced fat, fried in vegetable oil",MI,144.0,14.9,8.8,5.7,2.3,2.6,560.0
19-511,"Sausages, pork, reduced fat, grilled",MI,160.0,16.2,10.7,6.1,2.5,3.4,680.0
19-658,"Sausages, pork, reduced fat, raw",MI,141.0,14.4,8.7,5.6,2.3,3.5,500.0
19-661,"Sausages, premium, fried in vegetable oil",MI,256.0,17.9,2.5,19.5,,1.0,560.0
19-513,"Sausages, premium, grilled",MI,275.0,19.0,2.3,21.1,0.6,0.9,570.0
19-657,"Sausages, premium, raw",MI,254.0,13.8,2.6,21.0,0.5,1.5,500.0
15-658,"Sausages, vegetarian, baked/grilled",DR,179.0,14.9,9.2,9.4,,1.3,550.0
19-319,"Saveloy, unbattered, takeaway",MI,296.0,13.8,10.8,22.3,,1.3,1150.0
16-262,"Scallops, steamed",JM,118.0,23.2,3.4,1.4,,0,180.0
16-409,"Scampi, coated in breadcrumbs, baked",JR,232.0,11.6,24.3,10.5,1.5,0.8,561.0
16-443,"Scampi, coated in breadcrumbs, fried in sunflower oil",JK,243.0,10.6,22.2,13.0,1.4,0.7,512.0
16-442,"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",JK,243.0,10.6,22.2,13.0,1.4,0.7,512.0
11-1112,"Scones, cheese, homemade",AP,358.0,10.1,45.3,16.4,2.1,1.9,659.0
11-993,"Scones, fruit, retail",AP,338.0,6.5,56.2,11.2,2.9,18.9,400.0
11-1115,"Scones, fruit, wholemeal, homemade",AP,322.0,7.7,50.8,11.1,,13.9,542.0
11-958,"Scones, plain, homemade",AP,352.0,7.2,55.9,12.7,2.4,5.4,635.0
11-827,"Scones, plain, retail",AN,346.0,7.2,55.2,12.3,2.2,12.7,592.0
11-1113,"Scones, potato, homemade",AP,279.0,4.8,36.8,13.6,1.9,1.4,653.0
11-1114,"Scones, wholemeal, homemade",AP,319.0,8.2,46.6,12.3,5.8,5.6,602.0
17-835,"Scotch broth, homemade",WAA,74.0,6.8,4.0,3.5,,1.6,22.0
19-518,"Scotch eggs, retail",MI,241.0,12.0,13.1,16.0,1.7,0,330.0
11-1116,"Scotch pancakes, homemade",AP,270.0,6.6,41.1,9.8,1.7,7.7,212.0
11-544,"Scotch pancakes, retail",AP,270.0,5.6,43.0,9.6,1.9,21.5,418.0
16-454,Seafood selection,JR,87.0,15.6,2.9,1.5,0.0,0,620.0
16-415,Seafood sticks,JR,102.0,7.3,14.9,1.9,0.0,4.8,714.0
13-337,"Seakale, stem only, boiled in unsalted water",DG,8.0,1.4,0.6,0.0,,0.6,4.0
13-338,"Seaweed, Irish moss, raw",DG,8.0,1.5,0.0,0.2,,0,67.0
13-339,"Seaweed, kombu, dried, raw",DG,43.0,7.1,0.0,1.6,,0,1830.0
13-340,"Seaweed, nori, dried, raw",DG,136.0,30.7,0.0,1.5,,0,790.0
13-341,"Seaweed, wakame, dried, raw",DG,71.0,12.4,0.0,2.4,,0,3220.0
11-903,"Semolina, raw",AA,349.0,10.6,77.9,1.6,2.9,0.6,1.0
16-367,"Sesame prawn toast, takeaway",JR,382.0,12.9,16.7,29.8,3.6,0.8,470.0
14-844,Sesame seeds,GA,598.0,18.2,0.9,58.0,,0.4,20.0
17-836,"Sev/ganthia, homemade",SNC,478.0,18.8,47.1,25.1,8.4,1.9,2.0
11-915,"Sevyian, homemade",AS,119.0,3.8,20.2,3.1,1.0,13.6,40.0
13-342,"Shallots, raw",DG,20.0,1.5,3.3,0.2,,3.3,10.0
17-760,"Shandy, 50% lager, homemade",QA,23.0,0.2,2.9,0.0,0,2.9,7.0
17-821,"Shandy, bottled or canned",QA,24.0,0.0,5.0,0.0,0,5.0,7.0
16-142,"Shark, raw",JA,102.0,23.0,0.0,1.1,,0.0,140.0
14-259,"Sharon fruit, flesh only",FA,73.0,0.8,18.6,0.0,,18.6,5.0
19-626,"Shepherd's pie, homemade",MR,107.0,5.9,9.5,5.4,0.9,0.9,233.0
15-883,"Shepherd's pie, vegetable",DR,114.0,4.5,16.1,3.9,,1.5,5.0
15-655,"Shepherd's pie, vegetable, retail",DR,101.0,1.9,13.3,4.9,,1.7,210.0
17-236,"Sherry, medium",QF,116.0,0.1,5.9,0.0,0.0,5.9,27.0
19-525,Shish kebab in pitta bread with salad,MR,149.0,13.6,15.4,4.1,1.2,1.3,300.0
19-150,"Shish kebab, meat only",MR,206.0,29.0,0.0,10.0,0.0,0.0,510.0
19-627,"Shish kebabs, with onions and peppers, homemade",MR,206.0,12.8,4.6,15.2,,3.0,42.0
11-802,Shortbread,AM,515.0,5.3,62.2,29.0,2.2,15.6,321.0
11-837,"Shortcake, caramel, chocolate covered, retail",AN,466.0,4.7,53.6,27.3,2.3,36.2,258.0
16-245,"Shrimps, boiled",JK,117.0,23.8,0.0,2.4,,0,3840.0
16-246,"Shrimps, boiled, weighed with shells",JK,39.0,7.9,0.0,0.8,,0,1270.0
16-247,"Shrimps, canned in brine, drained",JK,94.0,20.8,0.0,1.2,,0,980.0
16-249,"Shrimps, dried",JK,245.0,55.8,0.0,2.4,,0,4330.0
16-248,"Shrimps, frozen",JK,73.0,16.5,0.0,0.8,,0,380.0
16-144,"Skate, grilled",JA,79.0,18.9,0.0,0.5,,0.0,150.0
16-145,"Skate, grilled, weighed with bones",JA,59.0,14.0,0.0,0.3,,0.0,110.0
16-143,"Skate, raw",JA,64.0,15.1,0.0,0.4,,0.0,120.0
17-096,Smartie-type sweets,SEA,456.0,5.4,73.9,17.5,,70.8,58.0
17-747,Smoothies,PE,49.0,0.5,12.2,0.1,1.0,11.6,0
16-477,"Sole, flesh only, grilled, fillets weighed with skin",JA,71.0,16.6,0.0,0.5,0.0,0.0,116.0
12-393,"Sorbet, fruit",BP,97.0,0.2,24.8,0.3,1.0,23.3,10.0
12-958,"Souffle, cheese, homemade",CD,237.0,11.6,10.8,16.8,0.4,2.3,266.0
12-959,"Souffle, plain, homemade",CD,177.0,7.7,10.5,11.9,0.4,2.5,158.0
17-637,"Soup, broccoli and stilton, carton, chilled",WA,51.0,2.3,3.8,3.1,,1.5,200.0
17-634,"Soup, carrot and coriander, carton, chilled",WA,45.0,0.9,4.7,2.6,1.0,3.0,180.0
17-776,"Soup, carrot and orange, homemade",WAA,20.0,0.3,3.8,0.5,1.7,3.5,11.0
17-850,"Soup, chicken noodle, dried",WAE,322.0,17.1,56.0,4.8,,4.4,3740.0
17-714,"Soup, chicken noodle, dried, as served",WAE,19.0,1.0,3.2,0.3,,0.3,220.0
17-695,"Soup, chicken, cream of, canned",WAC,58.0,1.7,4.5,3.8,0,1.1,240.0
17-696,"Soup, chicken, cream of, canned, condensed",WAC,85.0,2.6,6.0,5.8,0,1.4,490.0
17-652,"Soup, cream of tomato, canned",WAC,51.0,0.9,7.8,2.0,0.6,5.5,245.0
17-794,"Soup, French onion, homemade",WAA,41.0,0.9,5.0,2.2,1.3,3.7,231.0
17-795,"Soup, gazpacho, homemade",WAA,46.0,0.8,2.9,3.6,,2.5,128.0
17-796,"Soup, goulash, homemade",WAA,106.0,7.7,7.2,5.8,1.2,1.9,545.0
17-653,"Soup, instant, dried, as purchased",WAE,384.0,5.9,64.1,13.4,5.6,17.4,2376.0
17-660,"Soup, instant, dried, as served",WAE,37.0,0.6,6.2,1.3,0.5,1.7,229.0
17-698,"Soup, lentil, canned",WAC,46.0,3.1,8.5,0.2,,1.2,200.0
17-808,"Soup, lentil, homemade",WAA,121.0,5.9,14.6,4.8,,1.7,58.0
17-699,"Soup, low calorie, canned",WAC,33.0,0.9,6.2,0.7,0.7,2.4,170.0
17-711,"Soup, minestrone, canned",WA,31.0,1.1,6.6,0.2,0.9,1.8,200.0
17-810,"Soup, minestrone, homemade",WAA,60.0,2.1,7.6,2.3,,1.4,389.0
17-813,"Soup, mulligatawny, homemade",WAA,90.0,1.9,8.1,6.4,0.8,2.9,464.0
17-635,"Soup, mushroom, carton, chilled",WA,48.0,1.5,4.9,2.7,0.3,1.4,280.0
17-713,"Soup, mushroom, cream of, canned",WAC,46.0,1.1,3.9,3.0,,0.8,230.0
17-700,"Soup, oxtail, canned",WAC,44.0,2.4,5.1,1.7,,0.9,220.0
17-829,"Soup, pea and ham, homemade",WAA,73.0,4.1,9.8,2.2,,1.5,235.0
17-831,"Soup, potato and leek, homemade",WAA,56.0,1.5,6.2,2.2,,1.5,47.0
17-636,"Soup, tomato, carton, chilled",WA,37.0,0.9,4.3,1.9,1.4,3.3,198.0
17-712,"Soup, vegetable, canned",WAC,39.0,1.4,7.4,0.6,,2.6,230.0
17-684,"Soup, vegetable, homemade",WAA,55.0,1.0,3.7,4.2,,1.8,315.0
17-721,"Soy sauce, light and dark varieties",WCN,79.0,3.0,17.9,0.0,0,16.4,5500.0
19-628,"Spaghetti bolognese, homemade",MR,151.0,8.1,17.2,6.1,1.2,1.8,92.0
19-542,"Spaghetti bolognese, retail, meat and sauce only, reheated",MR,108.0,9.3,5.3,5.7,,3.0,290.0
19-524,"Spaghetti bolognese, retail, reheated, with spaghetti",MR,126.0,6.6,20.0,2.8,,1.9,182.0
13-550,"Spinach, baby, boiled in unsalted water",DG,20.0,3.2,0.2,0.7,1.2,0,42.0
13-521,"Spinach, baby, raw",DG,16.0,2.6,0.2,0.6,1.0,0,30.0
17-417,"Spinach, dried",DI,211.0,24.3,13.8,6.9,,12.9,1220.0
13-458,"Spinach, frozen, boiled in unsalted water",DG,21.0,3.1,0.5,0.8,,0.3,16.0
13-573,"Spinach, mature, boiled in unsalted water",DG,19.0,2.2,0.8,0.8,,0.8,120.0
13-572,"Spinach, mature, raw",DG,25.0,2.8,1.6,0.8,,1.5,140.0
17-247,"Spirits, 40% volume",QK,222.0,0.0,0.0,0.0,0.0,0,0
16-219,"Sprats, fried",JC,415.0,24.9,0.0,35.0,,0.0,240.0
16-220,"Sprats, fried, weighed with bones",JC,249.0,14.9,0.0,21.0,,0.0,140.0
16-218,"Sprats, raw",JC,172.0,18.3,0.0,11.0,,0.0,200.0
13-350,"Spring greens, boiled in unsalted water",DG,20.0,1.9,1.6,0.7,,1.4,10.0
13-348,"Spring greens, raw",DG,33.0,3.0,3.1,1.0,,2.7,20.0
13-352,"Spring onions, bulbs and tops, raw",DG,23.0,2.0,3.0,0.5,,2.8,7.0
13-351,"Spring onions, bulbs only, raw",DG,35.0,0.9,8.5,0.0,,8.5,13.0
19-327,"Spring rolls, meat, takeaway",MR,242.0,6.5,18.2,16.4,2.0,1.8,485.0
13-354,"Squash, acorn, baked",DG,56.0,1.1,12.6,0.1,,1.6,4.0
13-353,"Squash, acorn, raw",DG,40.0,0.8,9.0,0.1,,1.0,3.0
13-644,"Squash, butternut, baked",DG,39.0,1.4,8.4,0.2,2.1,8.4,0
13-643,"Squash, butternut, boiled in unsalted water",DG,24.0,0.9,5.1,0.1,1.3,5.1,0
13-355,"Squash, butternut, raw",DG,36.0,1.1,8.3,0.1,,4.5,4.0
13-358,"Squash, spaghetti, baked",DG,23.0,0.7,4.3,0.3,,3.4,18.0
13-357,"Squash, spaghetti, raw",DG,26.0,0.6,4.6,0.6,,3.6,17.0
16-267,"Squid, dried",JM,313.0,63.3,4.8,4.6,,0,940.0
16-263,"Squid, raw",JM,81.0,15.4,1.2,1.7,,0,110.0
14-059,Star fruit,FA,32.0,0.5,7.3,0.3,,7.1,2.0
19-630,"Steak and kidney pudding, homemade",MI,210.0,10.7,18.6,10.9,,0.8,87.0
19-473,"Stew, beef, homemade",MR,105.0,11.9,4.8,4.6,1.1,2.0,259.0
19-550,"Stew, beef, made with lean beef, homemade",MR,93.0,12.2,4.8,3.1,1.1,2.0,260.0
19-590,"Stew, beef, with dumplings, homemade",MR,190.0,10.1,16.2,10.0,,1.6,240.0
19-479,"Stew, Irish, homemade",MR,119.0,7.3,9.4,6.2,1.5,1.9,115.0
19-585,"Stew, Irish, made with lean lamb, homemade",MR,107.0,7.6,8.6,4.9,1.5,1.8,26.0
19-460,"Stir-fry beef with green peppers and blackbean sauce, takeaway",MR,103.0,10.5,2.7,5.6,,1.0,577.0
17-680,Stock gel,WY,163.0,6.7,27.8,3.6,1.8,5.7,6450.0
17-681,"Stock, chicken, ready made, retail",WY,12.0,2.3,0.2,0.2,0.3,0.1,225.0
17-767,"Stout, Guinness",QA,37.0,0.4,3.2,0.0,0,3.2,6.0
14-324,"Strawberries, raw",FA,30.0,0.6,6.1,0.5,3.8,6.1,1.0
11-919,"Strudel, fruit filled, retail, frozen",AS,241.0,2.7,29.1,13.5,5.4,10.6,
17-371,"Stuffing mix, dried",AT,338.0,9.9,67.2,5.2,,4.4,1460.0
17-372,"Stuffing mix, dried, assorted flavours, made up",AT,97.0,2.8,19.3,1.5,,1.3,420.0
11-1000,"Stuffing, sage and onion, homemade",AT,253.0,5.6,29.4,13.3,,5.4,263.0
17-011,"Suet, shredded",OF,826.0,0.0,12.1,86.7,,0.2,0
17-759,"Suet, vegetable, reduced fat",OF,718.0,2.5,31.1,65.7,1.3,1.4,10.0
14-076,"Sugar apple, flesh only",FA,69.0,1.6,16.1,0.3,,14.9,7.0
17-060,"Sugar, brown",SC,380.0,0.1,101.3,0.0,0.0,101.3,31.0
17-061,"Sugar, Demerara",SC,394.0,0.5,104.5,0.0,0.0,104.5,5.0
17-062,"Sugar, icing",SC,393.0,0.0,104.9,0.0,0.0,103.8,12.0
17-063,"Sugar, white",SC,394.0,0.0,105.0,0.0,0.0,105.0,5.0
14-263,Sultanas,FA,275.0,2.7,69.4,0.4,,69.4,19.0
14-845,Sunflower seeds,GA,576.0,19.8,18.6,47.5,,1.7,3.0
14-846,"Sunflower seeds, toasted",GA,602.0,20.5,19.3,49.2,,1.8,3.0
16-361,"Sushi, salmon nigiri",JR,152.0,8.7,25.2,2.5,1.2,3.2,360.0
16-362,"Sushi, tuna nigiri",JR,170.0,8.4,30.3,2.5,1.2,4.7,331.0
15-617,"Sushi, vegetable",DR,148.0,3.4,32.8,1.3,1.6,7.0,521.0
13-650,"Swede, flesh only, boiled in unsalted water",DG,26.0,0.7,5.8,0.1,3.0,5.7,4.0
13-359,"Swede, flesh only, raw",DG,24.0,0.7,5.0,0.3,,4.9,15.0
19-324,"Sweet and sour chicken, takeaway",MR,194.0,7.6,19.7,10.0,,10.7,259.0
19-304,"Sweet and sour pork, battered, takeaway",MR,240.0,7.8,22.4,13.9,1.2,11.5,249.0
19-485,"Sweet and sour pork, homemade",MR,176.0,12.7,11.6,8.3,,7.8,282.0
15-884,Sweet potato and onion layer,DR,124.0,3.4,23.3,1.8,,6.8,66.0
13-672,"Sweet potato, baked",DG,115.0,1.6,27.9,0.4,5.2,14.5,52.0
13-646,"Sweet potato, flesh only, boiled in unsalted water",DG,58.0,1.7,13.0,0.2,2.7,9.4,37.0
13-463,"Sweet potato, raw, flesh only",DG,87.0,1.2,21.3,0.3,,5.7,40.0
13-671,"Sweet potato, steamed",DG,84.0,1.1,20.4,0.3,2.7,8.4,35.0
13-647,"Sweet potato, wedges, flesh and skin, baked in rapeseed oil",DG,139.0,2.9,24.7,3.9,5.2,18.8,69.0
18-422,"Sweetbread, lamb, fried in corn oil",MG,217.0,28.7,0.0,11.4,,0.0,52.0
18-421,"Sweetbread, lamb, raw",MG,131.0,15.3,0.0,7.8,,0.0,75.0
13-634,"Sweetcorn, baby, boiled in unsalted water",DG,31.0,2.2,4.6,0.6,2.4,3.8,0
13-635,"Sweetcorn, baby, stir-fried in rapeseed oil",DG,84.25,2.5,5.4,6.0,2.8,4.5,0
13-529,"Sweetcorn kernels, canned in water, drained",DG,78.0,2.6,13.9,1.7,3.1,7.5,1.0
13-609,"Sweetcorn, dried",DI,251.0,13.4,35.5,7.1,,9.4,4.0
13-508,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water",DG,67.0,3.6,9.5,1.9,5.1,2.5,0
13-606,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core",DG,39.0,2.1,5.6,1.1,3.0,1.5,0
13-623,"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core",DG,36.0,2.0,4.8,1.1,,1.2,0
13-622,"Sweetcorn, kernels, raw",DG,60.0,3.4,8.1,1.8,,2.0,1.0
17-101,"Sweets, boiled",SEC,327.0,0.0,87.1,0.0,0.0,86.7,25.0
17-647,"Sweets, chew sweets",SEC,377.0,0.9,85.1,6.0,0,54.5,30.0
17-828,"Sweets, sherbert",SEC,355.0,0.6,93.9,0.0,0,93.9,
16-222,"Swordfish, flesh only, grilled",JC,139.0,22.9,0.0,5.2,,0.0,170.0
16-223,"Swordfish, flesh only, grilled, weighed with bones and skin",JC,123.0,20.4,0.0,4.6,,0.0,150.0
16-221,"Swordfish, flesh only, raw",JC,109.0,18.0,0.0,4.1,,0.0,130.0
17-064,"Syrup, corn, dark",SC,282.0,0.0,76.6,0.0,,28.1,160.0
17-065,"Syrup, golden",SC,298.0,0.3,79.0,0.0,0.0,79.0,270.0
16-335,"Szechuan prawns with vegetables, takeaway",JR,83.0,7.8,2.5,4.7,1.2,0.8,536.0
15-885,Tabouleh,DR,119.0,2.6,17.2,4.6,,0.7,4.0
14-847,Tahini paste,GA,607.0,18.5,0.9,58.9,,0.4,20.0
14-264,"Tamarillos, flesh and seeds",FA,28.0,2.0,4.7,0.3,,4.7,1.0
14-265,Tamarind,FA,238.0,2.3,56.5,0.3,,,15.0
13-855,"Tamarind leaves, fresh",H,115.0,5.8,18.2,2.1,,,
13-856,"Tamarind pulp, flesh only",H,273.0,3.2,64.5,0.3,,64.5,
13-375,"Tannia, raw",DG,107.0,1.3,24.5,0.4,,0.2,4.0
11-027,"Tapioca, raw",AA,359.0,0.4,95.0,0.1,,0,4.0
16-449,Taramasalata,JR,517.0,3.2,7.4,52.9,0.3,1.2,450.0
13-380,"Taro leaves, raw",DG,35.0,4.4,2.6,0.9,,2.2,3.0
13-381,"Taro leaves, steamed",DG,19.0,2.4,1.4,0.5,,1.2,2.0
13-377,"Taro, baked",DG,130.0,1.7,32.4,0.2,,1.4,5.0
13-378,"Taro, boiled in unsalted water",DG,91.0,1.2,22.4,0.2,,0.9,3.0
13-376,"Taro, raw",DG,106.0,1.4,26.2,0.2,,1.1,4.0
13-379,"Taro, steamed",DG,99.0,1.3,24.5,0.2,,1.0,4.0
13-858,"Tarragon, dried, ground",H,295.0,22.8,42.8,7.2,,,62.0
13-857,"Tarragon, fresh",H,49.0,3.4,6.3,1.1,,,9.0
11-1028,"Tart, bakewell, homemade",AS,454.0,6.9,40.8,30.4,1.5,22.7,212.0
11-1058,"Tart, custard, large, homemade",AP,275.0,5.8,25.2,17.4,1.7,5.9,149.0
11-1093,"Tart, mincemeat, one crust, homemade",AP,385.0,3.1,56.4,17.9,,37.6,120.0
17-722,Tartare sauce,WCN,299.0,1.3,17.9,24.6,0.6,16.2,1080.0
11-1123,"Tartlets, strawberry, homemade",AP,202.0,2.4,27.2,10.1,2.2,7.7,86.0
11-845,"Tarts, bakewell, iced, retail",AS,411.0,3.1,65.9,16.8,1.1,45.2,132.0
12-461,"Tarts, custard, individual",BR,263.0,6.7,28.7,14.3,1.1,14.2,114.0
11-1085,"Tarts, jam, homemade",AP,382.0,3.4,58.0,16.8,,37.4,135.0
11-1086,"Tarts, jam, wholemeal, homemade",AP,366.0,4.2,59.6,14.0,,37.4,134.0
17-165,"Tea, black, infusion, average",PAA,0.0,0.1,0.0,0.0,0.0,0,0
17-167,"Tea, black, infusion, strong",PAC,0.0,0.1,0.0,0.0,,0,0
17-166,"Tea, black, infusion, weak",PAC,0.0,0.1,0.0,0.0,,0,0
17-170,"Tea, Chinese, leaves, infusion",PAC,1.0,0.1,0.2,0.0,,0,0
17-171,"Tea, green, infusion",PAC,0.0,0.1,0.0,0.0,0.0,0,1.0
17-172,"Tea, herbal, infusion",PAC,1.0,0.0,0.2,0.0,0.0,0.0,0
17-169,"Tea, infusion, average, with semi-skimmed milk",PAC,7.0,0.5,0.7,0.2,,0.7,7.0
17-168,"Tea, infusion, average, with whole milk",PAC,8.0,0.4,0.5,0.4,,0.5,6.0
13-118,Tempeh,DB,166.0,20.7,6.4,6.4,,0.9,6.0
15-886,"Tempeh burgers, fried in vegetable oil",DR,188.0,8.3,22.2,7.9,1.3,1.0,130.0
13-883,"Thyme, dried, ground",H,276.0,9.1,45.3,7.4,37.0,1.7,55.0
13-893,"Thyme, fresh",H,95.0,3.0,15.1,2.5,12.3,0.6,18.0
14-848,Tigernuts,GA,403.0,4.3,45.7,23.8,,16.1,1.0
16-154,"Tilapia, raw",JA,85.0,17.8,0.0,1.5,,0.0,52.0
15-626,"Tinda subji, homemade",DR,95.0,1.6,4.1,8.1,2.8,4.1,408.0
12-476,Tiramisu,BR,244.0,4.2,27.1,14.0,1.0,21.1,67.0
19-635,"Toad in the hole, homemade",MR,285.0,12.0,20.2,17.9,2.4,3.3,334.0
