code,name_en,group,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
18-547,"Pork, shoulder joint (collar), pot-roasted, lean",MAG,201.0,30.0,0.0,9.0,,0.0,65.0
18-548,"Pork, shoulder joint (collar), pot-roasted, lean and fat",MAG,260.0,24.4,0.0,18.0,,0.0,64.0
18-549,"Pork, shoulder joint (collar), raw, lean and fat",MAG,218.0,17.6,0.0,16.4,,0.0,61.0
18-550,"Pork, shoulder joint (collar), raw, lean and fat, weighed with bone",MAG,161.0,13.1,0.0,12.1,,0.0,45.0
18-551,"Pork, shoulder steaks (collar), grilled, lean and fat",MAG,292.0,29.2,0.0,19.5,,0.0,140.0
18-552,"Pork, shoulder steaks (collar), grilled, lean and fat, weighed with bone",MAG,132.0,13.1,0.0,8.8,,0.0,63.0
18-554,"Pork, shoulder steaks (collar), raw, lean and fat",MAG,168.0,18.7,0.0,10.4,,0.0,62.0
18-553,"Pork, shoulder steaks (collar), raw, lean and fat, weighed with bone",MAG,94.0,9.0,0.0,6.4,,0.0,46.0
19-670,"Pork, spare ribs, 'barbecue style', homemade",MR,302.0,20.8,4.9,22.3,0.8,5.0,766.0
19-671,"Pork, spare ribs, 'barbecue style', homemade, weighed with bone",MR,142.0,9.7,2.3,10.4,0.4,2.3,356.0
19-265,"Pork, spare ribs, 'barbecue style', meat only, retail, reheated, weighed with bone",MR,98.0,9.2,2.0,6.0,,1.5,150.0
19-264,"Pork, spare ribs, 'barbecue style', meat only, retail, reheated",MR,281.0,26.3,5.8,17.1,0.6,4.4,440.0
19-672,"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade",MR,216.0,14.3,5.8,14.5,,5.1,774.0
19-673,"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade, weighed with bone",MR,123.0,8.2,3.3,8.2,,2.9,441.0
18-609,"Pork, spare ribs, raw, lean and fat",MAG,195.0,18.7,0.0,13.4,0.0,0.0,98.0
19-667,"Pork, stir-fried with vegetables, homemade",MR,103.0,16.4,2.6,2.9,,1.2,336.0
19-668,"Pork, sweet and sour, made with lean pork, homemade",MR,162.0,14.5,11.0,6.3,,7.2,63.0
19-669,"Pork, sweet and sour, made with sweet and sour cook in sauce",MR,148.0,15.3,11.4,4.9,0.4,10.0,165.0
18-429,"Pork, trotters and tails, boiled with added salt",MG,280.0,19.8,0.0,22.3,,0.0,1620.0
11-788,"Porridge oats, unfortified",A,381.0,10.9,70.7,8.1,7.8,0.3,1.0
11-789,"Porridge oats, unfortified, cooked, made up with semi-skimmed milk",A,84.0,4.6,12.1,2.3,1.0,4.1,39.0
11-1106,"Porridge, made with milk and water",AI,72.0,3.1,11.2,1.9,1.0,2.5,22.0
11-1107,"Porridge, made with water",AI,47.0,1.4,8.8,1.0,1.0,0,0
11-1108,"Porridge, made with whole milk",AI,112.0,4.9,13.3,4.7,0.9,4.8,44.0
17-234,Port,QF,157.0,0.1,12.0,0.0,0.0,12.0,4.0
17-849,Pot savouries,SN,365.0,11.6,58.8,10.9,,8.2,600.0
17-682,"Pot savouries, made up",SN,103.0,3.3,16.7,3.1,,2.3,170.0
15-849,"Potato cakes, fried in rapeseed oil",DR,210.0,3.9,31.4,8.4,2.1,1.1,21.0
13-024,"Potato chips, crinkle cut, frozen, fried in corn oil",DAP,290.0,3.6,33.4,16.7,,0.9,78.0
13-486,"Potato chips, fine cut, from fast food outlets",DAP,290.0,3.5,39.7,14.2,3.8,0.3,193.0
50-684,"Potato chips, fine cut, frozen, fried in blended vegetable oil",DAP,364.0,4.5,41.2,21.3,,0.6,97.0
13-026,"Potato chips, fine cut, frozen, fried in corn oil",DAP,364.0,4.5,41.2,21.3,,0.6,97.0
50-686,"Potato chips, fine cut, frozen, fried in dripping",DAP,364.0,4.5,41.2,21.3,,0.6,98.0
13-613,"Potato chips, fried in beef dripping, from takeaway fish and chip shops",DAR,214.0,3.5,33.2,8.4,3.2,0.6,16.0
13-485,"Potato chips, fried in commercial oil, from takeaway fish and chip shops",DAP,214.0,3.5,33.2,8.4,3.2,0.6,16.0
13-612,"Potato chips, fried in palm oil, from takeaway fish and chip shops",DAR,214.0,3.5,33.2,8.4,3.2,0.6,16.0
13-614,"Potato chips, fried in rapeseed oil, from takeaway fish and chip shops",DAR,214.0,3.5,33.2,8.4,3.2,0.6,16.0
13-595,"Potato chips, homemade, fried in corn oil",DAP,197.0,3.2,33.1,6.7,3.4,1.5,3.0
13-596,"Potato chips, homemade, fried in dripping",DAP,197.0,3.2,33.1,6.7,3.4,1.5,4.0
13-555,"Potato chips, homemade, fried in rapeseed oil",DAP,202.0,3.6,34.1,6.7,3.4,0.9,3.0
13-597,"Potato chips, homemade, fried in sunflower oil",DAP,197.0,3.2,33.1,6.7,3.4,1.5,3.0
13-557,"Potato chips, microwave, cooked",DAP,221.0,3.6,32.1,9.6,2.9,0.6,40.0
13-487,"Potato chips, oven ready, no batter, baked",DAP,189.0,3.2,35.3,4.9,3.5,1.0,31.0
13-488,"Potato chips, oven ready, with batter, baked",DAP,202.0,3.4,35.6,6.1,3.3,0.4,193.0
50-681,"Potato chips, straight cut, frozen, fried in blended oil",DAP,273.0,4.1,36.0,13.5,,0.7,29.0
13-025,"Potato chips, straight cut, frozen, fried in corn oil",DAP,273.0,4.1,36.0,13.5,,0.7,29.0
50-683,"Potato chips, straight cut, frozen, fried in dripping",DAP,273.0,4.1,36.0,13.5,,0.7,30.0
13-027,"Potato chips, thick cut, frozen, fried in corn oil",DAP,234.0,3.6,34.0,10.2,,0.8,41.0
17-671,"Potato crisps, fried in sunflower oil",SNA,493.0,6.2,55.8,28.8,4.4,0.9,604.0
17-693,"Potato crisps, low fat",SN,458.0,6.6,63.5,21.5,,1.5,730.0
13-038,"Potato croquettes, fried in blended oil",DAR,214.0,3.7,21.6,13.1,,0.5,420.0
13-615,"Potato powder, instant, made up with semi-skimmed milk",DAR,67.0,2.4,14.2,0.5,,1.5,100.0
13-616,"Potato powder, instant, made up with skimmed milk",DAR,66.0,2.4,14.2,0.1,,1.5,100.0
13-558,"Potato powder, instant, made up with water",DAR,57.0,1.5,13.5,0.1,1.2,0.7,100.0
13-617,"Potato powder, instant, made up with whole milk",DAR,76.0,2.4,14.8,1.2,,2.0,100.0
13-598,"Potato powder, instant, raw",DAR,320.0,8.4,74.9,0.6,7.7,4.1,450.0
13-533,"Potato products, shaped, frozen, baked",DA,190.0,2.5,28.1,8.3,2.7,0.4,254.0
17-643,Potato rings,SN,480.0,3.6,70.5,22.4,2.6,0.3,845.0
17-642,"Potato snacks, pringle-type, fried in vegetable oil",SNA,519.0,4.3,57.4,31.8,2.9,1.5,599.0
13-483,"Potato wedges, retail, cooked",DAR,176.0,2.8,30.6,5.5,4.3,0.8,198.0
15-259,"Potato, leek and celery bake",DR,122.0,4.4,12.6,6.5,,1.6,490.0
15-261,"Potatoes with onions and eggs, fried",DR,316.0,7.8,19.1,23.8,,1.4,540.0
15-850,"Potatoes, duchesse",DR,124.0,3.1,17.5,5.1,1.6,0.8,53.0
13-610,"Potatoes, new and salad, boiled in salted water, flesh and skin",DAE,68.0,1.8,14.9,0.1,1.8,1.1,26.0
13-495,"Potatoes, new and salad, boiled in unsalted water, flesh and skin",DAE,68.0,1.8,14.9,0.1,1.8,1.1,3.0
13-618,"Potatoes, new and salad, flesh only, raw",DAE,68.0,1.7,16.1,0.1,1.8,1.3,3.0
13-619,"Potatoes, new, frozen, `roast' in corn oil",DAE,157.0,2.5,23.4,6.6,3.0,1.0,100.0
13-491,"Potatoes, old, baked, flesh and skin",DAM,97.0,2.5,22.6,0.2,2.6,1.4,2.0
13-620,"Potatoes, old, baked, flesh only",DAM,77.0,2.2,18.0,0.1,,0.7,1.0
13-621,"Potatoes, old, baked, flesh only, weighed with skin",DAM,52.0,1.5,12.1,0.1,,0.5,1.0
13-605,"Potatoes, old, boiled in salted water, flesh only",DAM,74.0,1.8,17.5,0.1,1.6,0.8,64.0
13-490,"Potatoes, old, boiled in unsalted water, flesh only",DAM,74.0,1.8,17.5,0.1,1.6,0.8,1.0
13-553,"Potatoes, old, mashed with butter",DAM,102.0,1.9,15.9,3.9,1.4,1.0,36.0
13-554,"Potatoes, old, mashed with reduced fat spread",DAM,93.0,1.8,15.9,2.8,1.4,1.0,30.0
13-494,"Potatoes, old, microwaved, flesh and skin",DAM,92.0,2.6,21.5,0.1,2.7,2.1,2.0
13-566,"Potatoes, old, potato wedges, with skin, cooked in sunflower oil, homemade",DAM,145.0,2.9,26.5,3.8,3.0,1.7,2.0
13-489,"Potatoes, old, raw, flesh only",DAM,82.0,1.9,19.6,0.1,2.0,0.9,2.0
13-599,"Potatoes, old, roasted in corn oil",DAM,161.0,2.6,26.4,5.7,2.7,1.2,3.0
13-600,"Potatoes, old, roasted in lard",DAM,161.0,2.6,26.4,5.7,2.7,1.2,3.0
13-534,"Potatoes, old, roasted in rapeseed oil",DA,161.0,2.6,26.4,5.7,2.7,1.2,3.0
13-492,"Potatoes, old, roasted in sunflower oil, flesh only",DAM,161.0,2.6,26.4,5.7,2.7,1.2,3.0
13-493,"Potatoes, old, wedges, with skin, homemade, cooked in rapeseed oil",DAM,145.0,2.9,26.5,3.8,3.0,1.7,2.0
18-305,"Poussin, raw, meat and skin",MCA,202.0,19.1,0.0,13.9,,0.0,70.0
18-306,"Poussin, raw, meat and skin, weighed with bone",MCA,117.0,11.1,0.0,8.1,,0.0,40.0
11-1023,"Prawn crackers, takeaway",AT,570.0,0.3,58.2,39.0,0.9,2.2,767.0
16-388,"Prawns, king, grilled from raw",JK,102.0,23.5,0.0,0.9,0.0,0.0,305.0
16-389,"Prawns, king, purchased cooked",JK,68.0,16.2,0.0,0.4,0.0,0.0,643.0
16-481,"Prawns, king, purchased cooked, weighed with shells",JK,37.0,8.7,0.0,0.2,0.0,0.0,347.0
16-387,"Prawns, king, raw",JK,77.0,17.6,0.0,0.7,0.0,0.0,215.0
16-482,"Prawns, standard, dried",JK,377.0,83.1,0.0,4.9,0.0,0.0,3172.0
16-384,"Prawns, standard, purchased cooked",JK,70.0,15.4,0.0,0.9,0.0,0.0,588.0
17-758,Pre-mixed spirit based drinks,Q,52.0,0.0,8.0,0.0,0.0,8.0,
14-230,"Prickly pears, flesh and seeds",FA,49.0,0.7,11.5,0.3,,11.5,4.0
12-405,"Profiteroles with sauce, frozen",BR,346.0,5.5,24.6,25.7,1.4,17.0,130.0
14-289,Prune juice,FC,57.0,0.5,14.4,0.1,,14.4,12.0
14-237,"Prunes, canned in juice, whole contents",FA,79.0,0.7,19.7,0.2,,19.7,18.0
14-231,"Prunes, flesh and skin",FA,160.0,2.8,38.4,0.5,,38.4,12.0
14-233,"Prunes, flesh and skin, stewed with sugar",FA,103.0,1.3,25.5,0.2,,25.5,5.0
14-234,"Prunes, flesh and skin, stewed with sugar, weighed with stones",FA,95.0,1.2,23.5,0.2,,23.5,5.0
14-235,"Prunes, flesh and skin, stewed without sugar",FA,81.0,1.4,19.5,0.3,,19.5,6.0
14-236,"Prunes, flesh and skin, stewed without sugar, weighed with stones",FA,74.0,1.3,17.8,0.2,,17.8,5.0
14-232,"Prunes, flesh and skin, weighed with stones",FA,134.0,2.4,32.3,0.4,,32.3,10.0
14-391,"Prunes, ready-to-eat, semi-dried",FA,149.0,2.3,36.5,0.3,5.2,36.5,3.0
14-398,"Prunes, ready-to-eat, semi-dried, weighed with stones",FA,128.0,2.0,31.4,0.3,4.5,31.4,3.0
11-1037,"Pudding, bread and butter, homemade",AS,137.0,6.3,17.0,5.3,0.3,12.4,130.0
11-1051,"Pudding, Christmas, homemade",AS,316.0,5.0,54.6,9.8,,33.8,119.0
11-1022,"Pudding, Christmas, retail",AS,285.0,3.0,56.3,6.9,4.0,46.2,100.0
11-1065,"Pudding, Eve's pudding, homemade",AS,252.0,3.3,31.4,13.4,1.4,20.0,216.0
11-1097,"Pudding, Queen of Puddings, homemade",AS,195.0,5.0,34.2,7.6,,27.5,149.0
12-580,"Pudding, rice, canned",BR,85.0,3.3,16.1,1.3,,8.7,43.0
12-553,"Pudding, rice, canned, low fat",BR,81.0,3.5,16.0,0.8,0.1,8.7,43.0
12-514,"Pudding, rice, homemade, with semi-skimmed milk",BR,127.0,4.2,19.0,4.4,0.1,10.3,67.0
12-607,"Pudding, rice, homemade, with skimmed milk",BR,114.0,4.3,19.1,2.9,0.1,10.4,65.0
12-608,"Pudding, rice, homemade, with whole milk",BR,145.0,4.2,18.9,6.5,0.1,10.2,63.0
11-1021,"Pudding, sponge, canned",AS,265.0,3.1,45.4,9.1,,25.8,340.0
11-1119,"Pudding, sponge, homemade",AS,327.0,5.7,46.2,14.6,1.4,18.5,299.0
11-1120,"Pudding, sponge, with dried fruit, homemade",AS,332.0,5.5,50.5,13.4,,25.2,277.0
11-1121,"Pudding, sponge, with jam or treacle, homemade",AS,333.0,5.3,51.1,13.3,1.2,25.8,291.0
11-1122,"Pudding, spotted dick, homemade",AS,344.0,4.5,48.3,16.1,,19.1,226.0
11-1124,"Pudding, suet, homemade",AS,352.0,4.8,46.4,17.6,,14.5,246.0
14-842,Pumpkin seeds,GA,565.0,24.4,15.2,45.6,,1.1,18.0
13-549,"Pumpkin, flesh only, boiled in unsalted water",DG,12.0,0.6,1.9,0.3,,1.8,0
13-326,"Pumpkin, flesh only, raw",DG,13.0,0.7,2.2,0.2,,1.7,0
11-911,"Puri, homemade",AF,366.0,7.2,36.5,22.3,3.5,1.2,279.0
12-948,"Quiche, cheese and egg, homemade",CD,305.0,12.5,14.6,22.3,1.2,1.6,310.0
11-995,"Quiche, cheese and egg, wholemeal, homemade",CD,294.0,13.0,15.6,20.4,2.1,1.6,310.0
12-952,"Quiche, Lorraine, homemade",CD,358.0,15.3,16.8,26.0,1.3,2.2,588.0
12-936,"Quiche, Lorraine, shortcrust pastry, retail",CD,269.0,9.1,19.7,17.6,1.3,3.2,339.0
12-953,"Quiche, Lorraine, wholemeal pastry, homemade",CD,354.0,15.8,18.0,24.9,2.3,2.2,587.0
12-954,"Quiche, mushroom, homemade",CD,278.0,9.9,15.5,20.0,1.4,1.3,253.0
12-955,"Quiche, mushroom, wholemeal, homemade",CD,267.0,10.5,16.6,18.1,2.4,1.3,252.0
12-949,"Quiche, vegetable, retail",CD,289.0,8.1,21.2,19.7,2.8,3.5,200.0
14-241,"Quinces, flesh only",FA,26.0,0.3,6.3,0.1,,6.3,3.0
14-843,"Quinoa, raw",GA,309.0,13.8,55.7,5.0,7.0,6.1,61.0
15-262,Quorn korma,DR,140.0,3.7,16.7,7.0,,1.3,180.0
13-574,"Quorn, pieces, as purchased",DG,73.0,14.0,1.1,1.4,8.3,0.4,300.0
18-387,"Rabbit, raw, meat only",MEC,137.0,21.9,0.0,5.5,0.0,0.0,67.0
18-388,"Rabbit, stewed, meat only",MEC,114.0,21.2,0.0,3.2,0.0,0.0,48.0
18-389,"Rabbit, stewed, meat only, weighed with bone",MEC,68.0,12.7,0.0,1.9,,0.0,29.0
13-329,"Raddiccio, raw",DG,14.0,1.4,1.7,0.2,,1.7,7.0
13-332,"Radish leaves, raw",DG,33.0,3.5,3.5,0.5,,,110.0
13-656,"Radish, red, flesh and skin, raw",DG,12.0,0.7,1.4,0.4,1.1,1.4,21.0
13-331,"Radish, white/mooli, raw",DG,15.0,0.8,2.9,0.1,,2.9,27.0
14-393,"Raisins, dried",FA,256.0,3.0,62.6,1.0,2.7,62.6,17.0
17-832,"Raita, homemade",WC,57.0,4.4,5.8,2.4,0.4,5.8,69.0
12-595,"Raita, yogurt and gram flour, homemade",BV,103.0,3.3,8.1,6.6,1.4,5.3,28.0
14-243,"Rambutan, flesh only",FA,69.0,1.0,16.3,0.4,,16.3,1.0
13-333,"Rape leaves, raw",DG,37.0,3.8,4.8,0.3,,,
14-375,"Raspberries, raw",FA,25.0,0.8,5.1,0.3,3.7,5.1,0
14-245,"Raspberries, stewed with sugar",FA,63.0,1.2,15.0,0.3,,15.0,2.0
14-246,"Raspberries, stewed without sugar",FA,24.0,1.4,4.4,0.3,,4.4,2.0
15-659,"Ratatouille, homemade",DR,82.0,1.2,3.8,7.0,,3.3,3.0
15-853,Red pea loaf,DR,127.0,9.2,15.6,3.4,,0.9,28.0
11-877,"Red rice, boiled in unsalted water",AC,129.0,3.0,28.2,1.2,1.4,0.2,7.0
16-127,"Red snapper, flesh only, fried in blended oil, weighed with bones and skin",JA,126.0,24.5,0.0,3.1,,0.0,59.0
16-128,"Red snapper, flesh only, fried in blended oil, weighed with bones and skin",JA,64.0,12.5,0.0,1.6,,0.0,59.0
16-129,"Red snapper, flesh only, fried in sunflower oil",JA,126.0,24.5,0.0,3.1,,0.0,120.0
16-130,"Red snapper, flesh only, fried in sunflower oil, weighed with bones and skin",JA,64.0,12.5,0.0,1.6,,0.0,59.0
16-126,"Red snapper, flesh only, raw",JA,90.0,19.6,0.0,1.3,,0.0,77.0
14-249,"Redcurrants, raw",FA,21.0,1.1,4.4,0.0,,4.4,2.0
14-250,"Redcurrants, stewed with sugar",FA,53.0,0.9,13.3,0.0,,13.3,1.0
14-251,"Redcurrants, stewed without sugar",FA,17.0,0.9,3.8,0.0,,3.8,1.0
16-131,"Redfish, raw",JA,98.0,18.4,0.0,2.7,,0.0,73.0
15-854,Re-fried beans,DR,169.0,7.1,15.0,8.6,,1.4,87.0
17-708,"Relish, corn/cucumber/onion",WCN,144.0,1.0,36.6,0.3,1.5,28.9,420.0
17-354,"Relish, tomato based",WCN,114.0,1.2,27.6,0.1,,25.1,480.0
14-252,"Rhubarb, stems only, raw",FA,7.0,0.9,0.8,0.1,,0.8,3.0
14-253,"Rhubarb, stems only, stewed with sugar",FA,48.0,0.9,11.5,0.1,,11.5,1.0
14-389,"Rhubarb, stems only, stewed without sugar",FA,14.0,1.0,1.2,0.6,1.3,1.2,1.0
15-855,Rice and black-eye beans,DR,170.0,5.6,34.1,2.2,,0.9,15.0
15-856,"Rice and black-eye beans, brown rice",DR,164.0,5.9,31.6,2.4,,1.0,15.0
15-857,Rice and pigeon peas,DR,163.0,4.9,33.1,2.2,,0.7,18.0
15-858,"Rice and pigeon peas, brown rice",DR,157.0,5.2,30.8,2.3,,0.8,17.0
15-859,Rice and red kidney beans,DR,158.0,5.2,31.5,2.1,,0.5,15.0
15-860,"Rice and red kidney beans, brown rice",DR,152.0,5.5,29.1,2.3,,0.6,15.0
15-861,Rice and split peas,DR,186.0,5.8,37.3,2.5,,0.8,20.0
15-862,"Rice and split peas, brown rice",DR,179.0,6.2,34.7,2.7,,0.9,20.0
11-867,"Rice, brown, basmati, boiled in unsalted water",AC,131.0,3.3,28.7,1.1,1.2,0.3,0
11-866,"Rice, brown, basmati, raw",AC,355.0,8.9,77.6,3.1,3.3,0.8,1.0
11-871,"Rice, brown, easy cook, boiled in unsalted water",AC,157.0,3.2,35.3,1.3,1.5,0.3,1.0
11-870,"Rice, brown, easy cook, raw",AC,366.0,7.5,82.1,3.1,3.5,0.7,2.0
11-869,"Rice, brown, wholegrain, boiled in unsalted water",AC,132.0,3.6,29.2,0.9,1.5,0.1,4.0
11-868,"Rice, brown, wholegrain, raw",AC,333.0,7.7,77.0,1.5,3.0,0.7,0
11-885,"Rice, egg fried, ready cooked, re-heated, retail, not takeaway",AC,169.0,3.9,28.1,5.3,2.8,0,409.0
11-444,"Rice, egg fried, takeaway",AC,186.0,4.3,33.3,4.9,1.1,0,417.0
11-968,"Rice, pilau, plain, homemade",AC,134.0,2.5,24.3,3.7,0.6,0.8,1.0
11-884,"Rice, ready-cooked, ""plain"", re-heated",AC,161.0,4.1,33.9,1.9,1.1,0,151.0
11-876,"Rice, red, raw",AC,356.0,7.0,80.4,2.9,4.1,0.9,2.0
11-881,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, cooked",AC,155.0,3.7,34.0,1.4,1.7,3.2,290.0
11-880,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, uncooked",AC,369.0,8.0,83.3,2.7,3.6,6.7,1231.0
11-875,"Rice, Thai fragrant, boiled in unsalted water",AC,133.0,2.3,32.1,0.4,0,0,4.0
11-874,"Rice, Thai fragrant, raw",AC,352.0,6.4,84.5,1.1,0.8,0.1,1.0
11-858,"Rice, white, basmati, boiled in unsalted water",AC,117.0,2.8,26.5,0.7,0.6,0,4.0
11-860,"Rice, white, basmati, easy cook, boiled in unsalted water",AC,138.0,3.5,32.2,0.4,0,0,4.0
11-859,"Rice, white, basmati, easy cook, raw",AC,350.0,8.1,83.8,0.4,1.4,0.6,3.0
11-857,"Rice, white, basmati, raw",AC,351.0,8.1,83.7,0.5,1.1,0.1,1.0
11-879,"Rice, white, Italian ""Arborio"" risotto, boiled in unsalted water",AC,138.0,3.2,32.2,0.5,0,0,4.0
11-878,"Rice, white, Italian Arborio risotto, raw",AC,354.0,6.4,85.2,1.0,1.4,0.2,1.0
11-862,"Rice, white, long grain, boiled in unsalted water",AC,131.0,2.8,31.1,0.4,0.5,0,11.0
11-864,"Rice, white, long grain, easy cook, boiled in unsalted water",AC,146.0,3.0,34.7,0.4,0.7,0,6.0
11-863,"Rice, white, long grain, easy cook, raw",AC,347.0,7.0,82.3,1.1,1.7,0,2.0
11-861,"Rice, white, long grain, raw",AC,355.0,6.7,85.1,1.0,1.1,0.2,1.0
11-865,"Rice, white, pudding, raw",AC,352.0,5.6,85.6,0.9,1.0,0.2,1.0
11-873,"Rice, wild, boiled in unsalted water",AC,145.0,5.3,31.7,0.6,2.5,0.4,4.0
11-872,"Rice, wild, raw",AC,343.0,12.2,75.8,1.1,4.3,0.1,4.0
19-566,"Risotto, chicken, homemade",MR,173.0,8.9,25.3,3.3,0.8,,355.0
11-999,"Risotto, plain, homemade",AT,184.0,3.3,35.6,4.7,0.9,1.0,447.0
15-864,"Risotto, vegetable, brown rice",DR,136.0,4.0,17.3,6.2,,1.8,74.0
15-863,"Risotto, white rice, vegetable, homemade",DR,139.0,3.8,18.5,6.1,,1.7,74.0
15-281,"Rissoles, brown rice, fried in sunflower oil",DR,216.0,5.6,30.8,8.8,,1.5,350.0
15-282,"Rissoles, brown rice, fried in vegetable oil",DR,216.0,5.6,30.8,8.8,,1.5,350.0
15-865,"Rissoles, chick pea, fried in sunflower oil",DR,243.0,8.0,16.0,16.7,,0.4,11.0
15-866,"Rissoles, chick pea, fried in vegetable oil",DR,243.0,8.0,16.0,16.7,,0.4,11.0
15-279,"Rissoles, lentil, fried in sunflower oil",DR,211.0,8.9,22.0,10.5,,2.0,230.0
15-280,"Rissoles, lentil, fried in vegetable oil",DR,211.0,8.9,22.0,10.5,,2.0,230.0
15-867,"Rissoles, vegetable, fried in sunflower oil",DR,121.0,1.5,13.2,7.2,,1.6,23.0
15-868,"Rissoles, vegetable, fried in vegetable oil",DR,121.0,1.5,13.2,7.2,,1.6,23.0
11-1109,"Rock cakes, homemade",AN,386.0,5.3,61.8,14.8,1.4,32.0,382.0
16-134,"Rock Salmon/Dogfish, in batter, fried in blended oil",JA,295.0,14.7,10.3,21.9,,0,160.0
16-135,"Rock Salmon/Dogfish, in batter, fried in blended oil, weighed with bones",JA,274.0,13.7,9.6,20.4,,0,150.0
16-136,"Rock Salmon/Dogfish, in batter, fried in dripping",JA,295.0,14.7,10.3,21.9,,0,160.0
16-137,"Rock Salmon/Dogfish, in batter, fried in dripping, weighed with bones",JA,274.0,13.7,9.6,20.4,,0,150.0
16-138,"Rock Salmon/Dogfish, in batter, fried in retail blend oil",JA,295.0,14.7,10.3,21.9,,0,160.0
16-139,"Rock Salmon/Dogfish, in batter, fried in retail blend oil, weighed with bones",JA,274.0,13.7,9.6,20.4,,0,150.0
16-140,"Rock Salmon/Dogfish, in batter, fried in sunflower oil",JA,295.0,14.7,10.3,21.9,,0,160.0
16-141,"Rock Salmon/Dogfish, in batter, fried in sunflower oil, weighed with bones",JA,274.0,13.7,9.6,20.4,,0,150.0
16-133,"Rock Salmon/Dogfish, raw",JA,154.0,16.6,0.0,9.7,,0.0,120.0
13-522,"Rocket, raw",DG,18.0,3.6,0.0,0.4,1.7,0,30.0
16-301,"Roe, cod, hard, coated in batter, fried",JR,189.0,12.4,8.9,11.8,,0,510.0
16-299,"Roe, cod, hard, raw",JR,104.0,21.7,0.0,1.9,,0.0,110.0
16-302,"Roe, herring, soft, raw",JR,91.0,16.8,0.0,2.6,,0.0,120.0
16-132,"Rohu, raw",JA,79.0,16.6,0.0,1.4,,0.0,100.0
13-882,"Rosemary, dried",H,331.0,4.9,46.4,15.2,42.6,,50.0
13-892,"Rosemary, fresh",H,99.0,1.4,13.5,4.4,12.4,,15.0
15-869,"Roulade, spinach",DR,182.0,10.1,4.5,13.3,,2.0,269.0
11-1111,"Rum baba, homemade",AP,222.0,3.7,33.1,7.7,,19.7,59.0
11-940,Rusks,AK,396.0,6.5,73.0,10.7,2.4,23.4,88.0
15-629,"Saag, homemade",DR,111.0,3.3,5.0,8.8,2.3,1.7,385.0
13-852,Saffron,H,310.0,11.4,61.5,5.9,,42.4,150.0
13-854,"Sage, dried, ground",H,315.0,10.6,42.7,12.7,,,11.0
13-853,"Sage, fresh",H,119.0,3.9,15.6,4.6,,,4.0
11-023,"Sago, raw",AA,355.0,0.2,94.0,0.2,,0,3.0
17-703,Salad cream,WCG,326.0,1.5,21.2,26.7,0.5,16.7,700.0
17-704,"Salad cream, reduced fat",WCG,157.0,1.0,15.5,10.6,0.5,9.2,530.0
15-870,"Salad, beetroot and onion in French dressing",DR,71.0,1.9,9.5,3.1,,8.2,125.0
15-871,"Salad, Greek",DR,131.0,2.7,1.9,12.6,,1.8,209.0
15-648,"Salad, green",DR,13.0,1.0,1.6,0.4,,1.6,8.0
15-872,"Salad, pasta, vegetables and mayonnaise",DR,150.0,3.7,17.5,7.9,,1.9,22.0
15-873,"Salad, potato, with French dressing",DR,111.0,1.5,15.8,5.0,1.5,2.1,93.0
15-874,"Salad, potato, with mayonnaise",DR,239.0,1.6,12.7,20.6,1.2,1.5,37.0
15-654,"Salad, potato, with mayonnaise, retail",DR,158.0,1.5,12.3,11.8,1.2,1.9,160.0
15-875,"Salad, rice, brown",DR,160.0,3.5,21.6,7.3,,5.0,170.0
15-649,"Salad, rice, homemade",DR,168.0,3.1,24.5,7.0,,4.9,171.0
15-876,"Salad, tomato and onion",DR,45.0,0.6,4.9,2.7,1.3,4.1,44.0
15-878,"Salad, Waldorf",DR,196.0,1.5,7.9,17.8,,7.9,31.0
15-294,"Salad, wholemeal pasta, with vegetables and mayonnaise",DR,131.0,3.1,13.8,7.5,,2.6,73.0
19-517,Salami,MI,438.0,20.9,0.5,39.2,0.4,0.5,1530.0
19-508,Salami snack,MI,504.0,25.1,1.9,44.0,0.5,1.9,1600.0
19-625,"Salmis of pheasant, homemade",MR,106.0,9.9,2.4,5.6,,1.4,219.0
16-453,"Salmon en croute, retail",JR,288.0,11.8,18.0,19.1,,0.9,190.0
16-359,"Salmon, farmed, flesh only, baked",J,232.0,25.2,0.0,14.6,0,0.0,49.0
16-357,"Salmon, farmed, flesh only, grilled",J,239.0,24.6,0.0,15.6,0,0.0,49.0
16-484,"Salmon, farmed, flesh only, grilled, weighed with bones and skin",JC,208.0,21.4,0.0,13.6,0,0.0,43.0
16-356,"Salmon, farmed, flesh only, raw",J,217.0,20.4,0.0,15.0,0.2,0.0,43.0
16-358,"Salmon, farmed, flesh only, steamed",J,261.0,23.6,0.0,18.5,0,0.0,51.0
16-483,"Salmon, farmed, flesh only, steamed, fillets weighed with bones and skin",JC,227.0,20.5,0.0,16.1,0,0.0,45.0
16-420,"Salmon, pink, canned in brine, drained",JC,138.0,23.6,0.0,4.8,0.0,0.0,352.0
